Category,Food,Category_WHO_10,Category_Simple_6,Natural_vs_transformed,Transformation_score,filename,food,base_food,prep_form,food_classification,natural_vs_transformed,sweet_vs_savory,prompt,model,seed,created,style_version,plate_reference,caption,aware_observed_food,aware_observed_prep,label_match,label_confidence,portion_size_ok,plate_rim_visible,qc_issues,qc_reasons,aware_ai_calorie_density,aware_ai_healthiness,aware_ai_sweetness,aware_ai_saltiness,aware_ai_sourness,aware_ai_bitterness,aware_ai_savoriness,aware_ai_fattiness,aware_ai_spiciness,qc_model,qc_at,human_calorie_density,human_healthiness,human_appeal,human_sweetness,human_saltiness,human_sourness,human_bitterness,human_savoriness,human_fattiness,human_spiciness,blind_observed_food,blind_guess_similarity,blind_ai_calorie_density,blind_ai_healthiness,blind_ai_sweetness,blind_ai_saltiness,blind_ai_sourness,blind_ai_bitterness,blind_ai_savoriness,blind_ai_fattiness,blind_ai_spiciness,blind_model,ll_mean_luminance,ll_rms_contrast,ll_lab_L_mean,ll_lab_L_std,ll_lab_a_mean,ll_lab_a_std,ll_lab_b_mean,ll_lab_b_std,ll_hsv_s_mean,ll_edge_energy,ll_hog_pc01,ll_hog_pc02,ll_hog_pc03,ll_hog_pc04,ll_hog_pc05,ll_hog_pc06,ll_hog_pc07,ll_hog_pc08,ll_hog_pc09,ll_hog_pc10
,Venison,Meat,Protein,Natural,35,venison.png,Venison,Venison,,Protein,Natural,Savory,"A photorealistic studio photograph of Venison, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Venison as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Venison is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769162980,v1_uniform_grey_45deg,,Slices of medium-rare red meat are arranged on a white plate with herbs and a light sauce.,sliced roasted red meat,prepared,match,0.8,True,True,"[""sauce_present""]","[""Food could be beef or venison; appearance is consistent with the 'venison' label."", ""A light sauce is present on the plate.""]",40.0,80.0,5.0,60.0,10.0,10.0,90.0,25.0,0.0,gemini-2.5-pro,1770880406,68.81481481481481,47.7037037037037,69.88888888888889,1.6521739130434785,32.73913043478261,1.5217391304347827,0.217391304347826,57.391304347826086,42.47826086956522,4.304347826086956,sliced beef tenderloin with thyme,55.0,60.0,60.0,5.0,60.0,10.0,15.0,90.0,35.0,0.0,gemini-2.5-pro,0.7160329818725586,0.1799117028713226,73.873291015625,17.55982780456543,0.5576426982879639,4.9582414627075195,-0.3707535564899444,5.815983772277832,0.0797073170542717,0.0180184170603752,-11.6283045,1.7433136,-29.00224,10.617977,-41.72037,10.660653,-21.095161,29.600437,-16.266272,-8.833404
,Vermicelli,Bakery wares and cereals,Grain,Transformed,60,vermicelli.png,Vermicelli,Vermicelli,,Grain,Transformed,Savory,"A photorealistic studio photograph of Vermicelli, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting. If this food is traditionally served in a bowl, place it in a simple plain white bowl that matches the plate (same plain white tone and minimal design). The bowl should be centered on the plate. No patterns, no branding, no colored rims. Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Vermicelli as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Vermicelli is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing",gemini-3-pro-image-preview,,1769162996,v1_uniform_grey_45deg,,"A white bowl of plain, cooked vermicelli noodles sits on a matching saucer.",cooked vermicelli noodles,prepared,match,1.0,True,True,"[""bowl_present""]","[""Observed food is a clear match for the 'Vermicelli' label."", ""Food is served in a bowl.""]",40.0,50.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,gemini-2.5-pro,1770880423,40.214285714285715,59.107142857142854,44.857142857142854,11.24,16.88,5.12,5.12,20.8,10.6,6.32,cooked rice vermicelli noodles,90.0,40.0,60.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,gemini-2.5-pro,0.7265734076499939,0.1358548998832702,75.0230941772461,13.0670804977417,-0.4752774834632873,0.8333690762519836,1.2988914251327517,6.405381679534912,0.0610621757805347,0.0148085756227374,75.05307,50.107292,-4.17253,20.814714,48.76673,4.7280025,17.00626,17.523237,-28.274923,20.41885
,Waffle,Confectionery and sweets,Dessert,Transformed,90,waffle.png,Waffle,Waffle,,Grain,Transformed,Savory,"A photorealistic studio photograph of Waffle, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Waffle as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Waffle is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163014,v1_uniform_grey_45deg,,"A single, plain waffle is centered on a white plate against a grey background.",plain waffle,prepared,match,1.0,True,True,[],"[""Observed food is a plain waffle, matching the expected label.""]",65.0,25.0,60.0,15.0,0.0,5.0,15.0,55.0,0.0,gemini-2.5-pro,1770880438,74.80952380952381,26.714285714285715,67.66666666666667,68.38095238095238,10.904761904761903,1.6666666666666667,1.238095238095238,15.61904761904762,26.61904761904762,3.619047619047619,a plain waffle,95.0,70.0,20.0,60.0,10.0,0.0,5.0,15.0,65.0,0.0,gemini-2.5-pro,0.722700834274292,0.1560563892126083,74.83321380615234,14.687641143798828,2.134512186050415,7.4287428855896,5.583702564239502,13.560391426086426,0.0933072566986084,0.016858484596014,-47.3373,-5.1201715,5.1523867,16.291088,16.685295,-15.72137,3.4234135,2.909823,-3.6299126,-16.286211
,Walnuts,Ready-to-eat savories,Protein,Natural,20,walnuts.png,Walnuts,Walnuts,,Protein,Natural,Savory,"A photorealistic studio photograph of Walnuts, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Walnuts as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Walnuts is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163032,v1_uniform_grey_45deg,,A white plate holds a mixture of shelled and in-shell walnuts on a plain grey background.,shelled and in-shell walnuts,raw,match,1.0,True,True,[],"[""Label matches the image of walnuts.""]",90.0,90.0,10.0,0.0,0.0,30.0,40.0,80.0,0.0,gemini-2.5-pro,1770880453,60.13333333333333,82.73333333333333,56.86666666666667,22.5,33.92857142857143,6.428571428571429,10.0,35.357142857142854,24.285714285714285,8.428571428571429,"walnuts, shelled and in-shell",100.0,90.0,90.0,10.0,0.0,0.0,40.0,30.0,80.0,0.0,gemini-2.5-pro,0.7338257431983948,0.166874811053276,75.76023864746094,15.929494857788086,2.423933506011963,6.241977214813232,5.274503707885742,11.783361434936523,0.1011889800429344,0.0261185299605131,-32.608578,-25.58188,83.74864,22.679234,21.61419,-0.58671755,29.601864,-32.717007,14.746887,-3.0091224
,Water chestnut,Vegetables,Vegetable,Natural,15,water-chestnut.png,Water chestnut,Water chestnut,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Water chestnut, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Water chestnut as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Water chestnut is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. Show one whole item alongside one cut piece to clarify internal structure. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163053,v1_uniform_grey_45deg,,One whole and one halved peeled water chestnut are presented on a white plate.,peeled water chestnuts,unknown,match,1.0,False,True,"[""portion_too_small""]","[""Observed food matches the expected label 'Water chestnut'."", ""The portion size is very small.""]",20.0,90.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,gemini-2.5-pro,1770880469,22.681818181818183,82.22727272727273,36.5,6.875,2.25,0.875,18.375,24.25,2.0,8.125,Pickled garlic bulbs,20.0,15.0,75.0,40.0,70.0,80.0,5.0,45.0,0.0,0.0,gemini-2.5-pro,0.7399736046791077,0.1333261281251907,76.27586364746094,12.922737121582031,-0.3843442499637604,1.047130465507507,0.7298333644866943,6.310826778411865,0.0558128021657466,0.0103117981925606,-10.261873,-23.77924,-18.646673,7.1568146,19.485912,3.9453077,-2.1525893,7.5644584,7.605209,3.2523727
,Watermelon,Fruits,Fruit,Natural,5,watermelon.png,Watermelon,Watermelon,,Fruit,Natural,Sweet,"A photorealistic studio photograph of Watermelon, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Watermelon as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Watermelon is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163071,v1_uniform_grey_45deg,,A white plate holds a sliced wedge and several cubes of fresh watermelon.,sliced and cubed watermelon,raw,match,1.0,True,True,[],"[""Observed food is watermelon, which matches the expected label.""]",10.0,95.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,gemini-2.5-pro,1770880484,28.4,81.12,86.64,80.76,5.64,8.6,6.0,10.28,6.08,4.16,sliced and cubed watermelon,95.0,15.0,95.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,gemini-2.5-pro,0.7058758735656738,0.1820519268512725,73.7009506225586,16.258499145507812,5.836256980895996,15.785982131958008,5.411963939666748,12.772603034973145,0.1385444402694702,0.0168034918606281,1.2395554,-20.23118,-24.036003,4.9867344,-1.0377626,-1.2788324,-4.203072,-11.247545,12.721203,9.517811
,Wheat,Bakery wares and cereals,Grain,Natural,18,wheat.png,Wheat,Wheat,,Grain,Natural,Savory,"A photorealistic studio photograph of Wheat, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Wheat as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Wheat is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163087,v1_uniform_grey_45deg,,A white plate holds a mound of cooked whole wheat berries on a grey surface.,Wheat berries,prepared,match,1.0,True,True,[],[],40.0,95.0,10.0,0.0,0.0,5.0,20.0,5.0,0.0,gemini-2.5-pro,1770880502,49.95652173913044,75.69565217391305,37.130434782608695,23.53846153846154,27.46153846153846,10.153846153846152,17.846153846153847,30.23076923076923,24.076923076923077,10.0,cooked wheat berries,75.0,40.0,95.0,10.0,5.0,0.0,5.0,25.0,0.0,0.0,gemini-2.5-pro,0.706305742263794,0.1676176637411117,73.12235260009766,16.167203903198242,1.9787445068359375,5.574049949645996,4.450204849243164,10.3981351852417,0.0887933820486068,0.0306091271340847,-35.306667,-20.850613,14.574166,23.274193,-23.570452,-9.881699,-3.0000608,11.934058,-0.83901644,13.641725
,Yam,Vegetables,Vegetable,Natural,5,yam.png,Yam,Yam,,Vegetable,Natural,Savory,"A photorealistic studio photograph of Yam, single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Yam as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Yam is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163108,v1_uniform_grey_45deg,,"A white plate holds several pieces of a cooked, fibrous root vegetable.",Cooked yam pieces,prepared,match,0.9,True,True,[],[],40.0,85.0,20.0,5.0,0.0,5.0,25.0,5.0,0.0,gemini-2.5-pro,1770880519,46.82608695652174,67.21739130434783,39.608695652173914,56.3,12.6,12.0,16.0,22.9,15.3,15.7,steamed taro chunks,75.0,40.0,85.0,20.0,0.0,0.0,5.0,15.0,5.0,0.0,gemini-2.5-pro,0.7323940396308899,0.1556888371706009,75.5172119140625,15.02268886566162,-0.1836980134248733,1.882591724395752,3.5976626873016357,8.703635215759277,0.0809492245316505,0.0152773922309279,51.115974,-5.6607924,-31.316645,-10.495365,1.3200493,5.1046634,21.552126,-19.799135,-8.279753,8.440278
,Yogurt (plain),Dairy and eggs,Protein,Transformed,60,yogurt-plain.png,Yogurt (plain),Yogurt (plain),,Protein,Transformed,Savory,"A photorealistic studio photograph of Yogurt (plain), single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Yogurt (plain) as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Yogurt (plain) is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163127,v1_uniform_grey_45deg,,A dollop of plain white yogurt is swirled on a white plate.,Plain yogurt,prepared,match,1.0,False,True,"[""portion_too_small""]","[""Observed food matches expected label."", ""The portion size appears smaller than a typical single serving.""]",20.0,90.0,5.0,0.0,60.0,0.0,10.0,40.0,0.0,gemini-2.5-pro,1770880535,45.774193548387096,64.0,44.25806451612903,34.25,7.291666666666667,24.083333333333332,8.875,17.5,25.208333333333332,4.708333333333333,plain yogurt,100.0,30.0,85.0,10.0,5.0,70.0,5.0,15.0,60.0,0.0,gemini-2.5-pro,0.769807755947113,0.1395054012537002,79.0094985961914,13.443788528442385,-0.4127827882766723,0.6384268999099731,1.5408368110656738,2.572343587875366,0.0193783249706029,0.0088795833289623,46.353737,-28.243372,43.50952,-46.863194,-6.2948976,9.271889,1.2299985,22.33361,-33.653442,-13.607712
,Zucchini (prepared),Vegetables,Vegetable,Natural,30,zucchini-prepared.png,Zucchini (prepared),Zucchini (prepared),,Vegetable,Natural,Savory,"A photorealistic studio photograph of Zucchini (prepared), single subject, no packaging, no brand labels or text. Placed on a simple plain white round plate on a plain matte light grey background, even, soft studio lighting.  Render the image on a square 1024x1024 pixel canvas (1:1 aspect ratio). Do not change the aspect ratio or return a rectangular image. Center the plate within the square frame with equal margins on all sides; ensure the entire plate (and bowl, if present) is fully visible with no cropping. Maintain a FIXED three-quarter camera geometry corresponding to approximately a 40–45° downward tilt from vertical (classic food photography angle). The round plate must appear as an ellipse with a consistent major-to-minor axis ratio across all images. Do NOT vary camera tilt, camera height, focal length, or perspective to better show the food. The camera is positioned above and slightly in front of the plate, angled down toward the centre (not top-down, not side-on). Show a typical single-serving portion size of Zucchini (prepared) as commonly served to one adult (not a tiny sample and not an oversized platter). Keep the portion neatly arranged and fully visible on the plate with some rim still visible (do not cover the entire plate). The Zucchini (prepared) is shown in a typical ready-to-eat, edible form appropriate to the requested preparation. The food must be physically grounded on the plate with natural contact shadows and occlusion at the base; avoid white halos, cutout edges, pasted-on appearance, or floating pieces. Ensure consistent lighting direction and shadow softness between the food and the plate. Use realistic surface micro-texture (e.g., pores, fibers, grain separation) and avoid waxy or plastic-looking surfaces. Ensure physically plausible scale and proportions (e.g., slices must match the size of the whole item). High detail, natural colors, minimal shadows, sharp focus, stock-photo style. No logos, no brand names, no watermarks, no text, no human hands, no patterned plates, no cutting boards, no trays, no complex props, no busy backgrounds, no steam to indicate temperature, no multiple items, no multiple servings, no family-style platters, no collages, no extreme side views, no fisheye or distorted perspective, no camera angle changes, no perspective drift, no adaptive framing no bowls.",gemini-3-pro-image-preview,,1769163145,v1_uniform_grey_45deg,,"A white plate holds a serving of cooked, sliced zucchini seasoned with black pepper.",Cooked zucchini slices,prepared,match,1.0,True,True,[],"[""Observed food is clearly prepared zucchini, matching the label.""]",20.0,90.0,15.0,40.0,0.0,10.0,30.0,25.0,5.0,gemini-2.5-pro,1770880550,21.227272727272727,83.13636363636364,58.04545454545455,7.894736842105263,24.526315789473685,6.631578947368421,12.052631578947368,23.26315789473684,2.4210526315789473,15.210526315789474,sautéed zucchini slices,90.0,20.0,85.0,15.0,40.0,5.0,10.0,40.0,25.0,5.0,gemini-2.5-pro,0.7173118591308594,0.1690407395362854,74.05675506591797,16.535995483398438,-0.5224193334579468,2.553637981414795,5.501260757446289,12.57102108001709,0.0895215794444084,0.0220197550952434,-12.029766,-37.74794,-0.71376175,9.07617,-4.919527,-1.8806343,16.248741,14.184911,15.737699,-11.197676
